student_id,gender,age,study_hours,attendance_rate,previous_grades,parental_education,family_income_level,course,semester,grade,passed
STU-0197,Male,20,11.4,76.6,3.64,Master,High,English,Spring 2025,65.3,1
STU-0197,Male,20,5.5,83.9,3.64,Master,High,Science,Fall 2024,56.6,1
STU-0197,Male,20,11.8,83.9,3.64,Master,High,Mathematics,Spring 2024,62.5,1
STU-0198,Female,22,5.1,64.5,3.9,Bachelor,Low,English,Spring 2025,57.0,1
STU-0198,Female,22,15.0,72.7,3.9,Bachelor,Low,English,Fall 2024,63.7,1
STU-0199,Male,22,19.7,66.3,3.51,Bachelor,High,History,Fall 2024,66.5,1
STU-0199,Male,22,20.7,82.2,3.51,Bachelor,High,Computer Science,Fall 2023,55.7,1
STU-0199,Male,22,4.0,70.7,3.51,Bachelor,High,English,Spring 2025,49.3,0
STU-0199,Male,22,16.1,54.1,3.51,Bachelor,High,Mathematics,Spring 2024,50.0,1
STU-0200,Female,22,19.0,62.4,3.08,Bachelor,Low,Computer Science,Fall 2024,49.3,0
STU-0200,Female,22,22.0,64.1,3.08,Bachelor,Low,History,Fall 2023,73.5,1
STU-0201,Female,19,7.8,79.3,3.63,High School,Low,English,Spring 2024,58.8,1
STU-0201,Female,19,17.8,82.3,,High School,Low,History,Fall 2023,77.6,1
STU-0201,Female,19,18.7,40.0,3.63,High School,Low,Science,Fall 2024,41.7,0
STU-0202,Female,20,31.8,51.3,2.09,Master,Low,Science,Spring 2024,56.1,1
STU-0202,Female,20,30.8,85.2,2.09,Master,Low,Science,Fall 2024,67.6,1
STU-0202,Female,20,23.7,94.2,2.09,Master,Low,Mathematics,Spring 2025,70.7,1
STU-0202,Female,20,16.7,66.2,2.09,Master,Low,History,Fall 2023,57.1,1
STU-0203,Male,18,13.3,68.9,2.89,Bachelor,Medium,Science,Fall 2024,54.5,1
STU-0203,Male,18,7.0,74.0,2.89,Bachelor,Medium,Science,Fall 2023,52.1,1
STU-0203,Male,18,4.1,84.7,2.89,Bachelor,Medium,Science,Spring 2025,61.8,1
STU-0203,Male,18,15.6,77.5,2.89,Bachelor,Medium,Mathematics,Spring 2024,63.9,1
STU-0204,Male,19,19.1,100.0,2.53,Bachelor,Medium,Computer Science,Spring 2025,72.5,1
STU-0204,Male,19,8.9,65.1,2.53,Bachelor,Medium,Computer Science,Fall 2024,55.4,1
STU-0205,Female,22,15.0,79.9,3.56,Bachelor,Medium,English,Spring 2024,57.2,1
STU-0205,Female,22,13.9,73.2,3.56,Bachelor,Medium,Computer Science,Fall 2023,39.0,0
STU-0205,Female,22,28.8,71.2,3.56,Bachelor,Medium,Science,Fall 2024,69.0,1
STU-0205,Female,22,24.3,94.7,3.56,Bachelor,Medium,History,Spring 2025,83.3,1
STU-0206,Male,18,15.1,74.0,3.45,Bachelor,Low,Mathematics,Fall 2023,47.7,0
STU-0206,Male,18,13.9,82.9,3.45,Bachelor,Low,Science,Spring 2024,58.0,1
STU-0206,Male,18,15.4,71.8,3.45,Bachelor,Low,Computer Science,Fall 2024,59.3,1
STU-0206,Male,18,,61.0,3.45,Bachelor,Low,Science,Spring 2025,52.5,1
STU-0207,Male,18,25.3,70.5,2.48,Bachelor,Medium,Computer Science,Fall 2023,51.5,1
STU-0207,Male,18,23.4,99.7,2.48,Bachelor,Medium,English,Fall 2024,65.0,1
STU-0207,Male,18,24.6,96.0,2.48,Bachelor,Medium,History,Spring 2025,71.9,1
STU-0208,Female,17,37.6,66.5,2.41,PhD,High,History,Fall 2024,93.3,1
STU-0208,Female,17,25.1,100.0,2.41,PhD,High,History,Spring 2025,72.6,1
STU-0208,Female,17,19.5,72.3,2.41,PhD,High,Mathematics,Spring 2024,59.0,1
STU-0209,Female,23,12.2,60.0,1.93,Bachelor,High,English,Spring 2024,54.5,1
STU-0209,Female,23,13.7,91.7,1.93,Bachelor,High,English,Spring 2025,57.7,1
STU-0210,Female,25,16.3,68.8,2.78,Master,Medium,Mathematics,Spring 2025,73.7,1
STU-0210,Female,25,7.7,69.7,2.78,Master,Medium,Mathematics,Fall 2024,45.3,0
STU-0211,Male,25,14.0,78.5,2.32,High School,Low,Mathematics,Spring 2024,42.1,0
STU-0211,Male,25,9.4,70.1,2.32,High School,Low,Mathematics,Spring 2025,48.2,0
STU-0211,Male,25,6.1,89.0,2.32,High School,Low,Mathematics,Fall 2023,46.9,0
STU-0211,Male,25,25.9,82.3,2.32,High School,Low,Science,Fall 2024,46.0,0
STU-0212,Male,19,29.3,100.0,3.39,High School,Low,Computer Science,Fall 2024,75.9,1
STU-0212,Male,19,10.0,52.7,3.39,High School,Low,Science,Fall 2023,43.5,0
STU-0212,Male,19,3.8,97.2,3.39,High School,Low,History,Spring 2025,48.1,0
STU-0212,Male,19,22.8,100.0,3.39,High School,Low,Science,Spring 2024,54.7,1
STU-0213,Female,18,24.9,69.1,2.22,Master,Low,Mathematics,Fall 2023,47.1,0
STU-0213,Female,18,25.8,63.1,2.22,Master,Low,Computer Science,Spring 2024,50.6,1
STU-0214,Male,23,23.5,92.0,3.56,Bachelor,High,Science,Spring 2025,70.1,1
STU-0214,Male,23,15.7,79.9,3.56,Bachelor,High,Science,Spring 2024,72.4,1
STU-0215,Female,23,10.4,65.5,4.0,Bachelor,Medium,History,Spring 2025,52.3,1
STU-0215,Female,23,28.7,67.6,4.0,Bachelor,Medium,Mathematics,Fall 2023,59.7,1
STU-0216,Male,22,12.0,81.3,1.99,High School,Low,Computer Science,Spring 2025,48.5,0
STU-0216,Male,22,17.6,69.1,1.99,High School,Low,Computer Science,Fall 2024,45.2,0
STU-0216,Male,22,8.1,75.4,1.99,High School,Low,English,Fall 2023,49.1,0
STU-0216,Male,22,11.6,92.9,1.99,High School,Low,Computer Science,Spring 2024,39.0,0
STU-0217,Female,24,24.2,97.1,3.24,Master,Low,History,Spring 2024,81.6,1
STU-0217,Female,24,20.1,72.7,3.24,Master,Low,Computer Science,Fall 2024,70.1,1
STU-0218,Male,25,39.4,82.0,,Master,Medium,Computer Science,Fall 2023,90.6,1
STU-0218,Male,25,18.3,69.1,2.74,Master,Medium,English,Spring 2025,63.2,1
STU-0219,Female,17,23.7,91.0,1.71,High School,Low,English,Fall 2023,67.8,1
STU-0219,Female,17,24.2,80.1,1.71,High School,Low,English,Spring 2024,52.5,1
STU-0219,Female,17,17.5,53.5,1.71,High School,Low,Science,Spring 2025,29.7,0
STU-0220,Male,18,15.5,92.9,2.33,High School,Medium,Computer Science,Fall 2024,72.3,1
STU-0220,Male,18,2.5,64.9,2.33,High School,Medium,Computer Science,Fall 2023,43.9,0
STU-0220,Male,18,23.5,53.2,2.33,High School,Medium,English,Spring 2025,50.5,1
STU-0220,Male,18,18.1,86.1,2.33,High School,Medium,Science,Spring 2024,51.8,1
STU-0221,Female,21,15.3,85.8,3.57,PhD,Medium,Science,Spring 2024,72.6,1
STU-0221,Female,21,22.3,62.5,3.57,PhD,Medium,Mathematics,Fall 2024,77.2,1
STU-0222,Male,17,15.9,92.1,3.68,Master,Low,Computer Science,Spring 2024,65.7,1
STU-0222,Male,17,19.8,67.5,3.68,Master,Low,English,Fall 2024,66.2,1
STU-0223,Male,17,8.1,70.2,1.5,Master,Medium,Science,Spring 2024,42.9,0
STU-0223,Male,17,27.7,66.3,1.5,Master,Medium,English,Spring 2025,54.6,1
STU-0223,Male,17,14.1,76.3,1.5,Master,Medium,English,Fall 2023,48.5,0
STU-0224,Male,20,11.0,62.1,1.93,Master,Medium,Science,Spring 2025,41.7,0
STU-0224,Male,20,,64.6,1.93,Master,Medium,English,Fall 2024,55.8,1
STU-0224,Male,20,33.2,75.5,,Master,Medium,History,Fall 2023,68.2,1
STU-0225,Female,17,20.2,100.0,,Master,Medium,History,Spring 2024,65.1,1
STU-0225,Female,17,32.1,64.0,2.03,Master,Medium,English,Spring 2025,70.8,1
STU-0226,Male,22,20.7,67.8,2.25,Bachelor,Medium,Computer Science,Fall 2023,50.5,1
STU-0226,Male,22,14.9,76.1,2.25,Bachelor,Medium,English,Spring 2025,52.1,1
STU-0226,Male,22,8.5,78.5,2.25,Bachelor,Medium,Mathematics,Fall 2024,66.2,1
STU-0227,Female,23,17.0,82.2,3.9,Bachelor,Medium,Mathematics,Spring 2025,73.8,1
STU-0227,Female,23,33.1,88.2,3.9,Bachelor,Medium,Science,Spring 2024,82.3,1
STU-0227,Female,23,23.4,,3.9,Bachelor,Medium,Science,Fall 2023,79.1,1
STU-0227,Female,23,15.8,72.9,3.9,Bachelor,Medium,History,Fall 2024,57.0,1
STU-0228,Female,24,13.8,85.4,2.08,Bachelor,Medium,English,Spring 2025,66.8,1
STU-0228,Female,24,9.1,72.5,2.08,Bachelor,Medium,Science,Spring 2024,47.8,0
STU-0228,Female,24,12.4,74.4,2.08,Bachelor,Medium,Computer Science,Fall 2023,53.8,1
STU-0229,Male,17,8.8,76.3,1.82,No Degree,High,Mathematics,Fall 2024,63.6,1
STU-0229,Male,17,28.0,85.8,1.82,No Degree,High,Science,Spring 2024,79.0,1
STU-0229,Male,17,27.4,100.0,1.82,No Degree,High,Computer Science,Fall 2023,65.9,1
STU-0230,Non-Binary,18,29.9,100.0,2.5,High School,High,History,Spring 2025,76.3,1
STU-0230,Non-Binary,18,13.7,58.0,2.5,High School,High,English,Fall 2023,51.1,1
STU-0231,Female,20,6.8,50.8,3.31,Bachelor,Medium,Science,Spring 2025,50.8,1
STU-0231,Female,20,13.7,94.0,3.31,Bachelor,Medium,History,Fall 2023,74.2,1
STU-0232,Male,20,18.5,69.5,2.65,Master,Medium,Mathematics,Fall 2024,56.0,1
STU-0232,Male,20,35.0,100.0,2.65,Master,Medium,Computer Science,Spring 2025,76.6,1
STU-0232,Male,20,24.2,66.9,2.65,Master,Medium,History,Fall 2023,52.6,1
STU-0233,Male,25,25.6,74.1,2.95,Bachelor,Low,History,Fall 2023,76.0,1
STU-0233,Male,25,19.8,77.1,2.95,Bachelor,Low,Science,Spring 2025,74.5,1
STU-0234,Male,24,5.5,91.1,3.33,No Degree,High,History,Fall 2023,70.3,1
STU-0234,Male,24,,87.6,3.33,No Degree,High,History,Fall 2024,55.1,1
STU-0234,Male,24,9.1,72.4,3.33,No Degree,High,History,Spring 2024,56.8,1
STU-0235,Female,22,24.7,89.1,1.7,High School,High,History,Fall 2023,69.7,1
STU-0235,Female,22,22.8,72.9,1.7,High School,High,English,Spring 2024,66.6,1
STU-0235,Female,22,22.0,63.5,1.7,High School,High,Mathematics,Fall 2024,60.7,1
STU-0235,Female,22,29.8,82.8,1.7,High School,High,Mathematics,Spring 2025,72.3,1
STU-0236,Non-Binary,19,13.6,64.4,3.39,High School,Low,Science,Fall 2023,68.8,1
STU-0236,Non-Binary,19,26.5,83.2,3.39,High School,Low,History,Fall 2024,57.4,1
STU-0236,Non-Binary,19,19.3,76.3,3.39,High School,Low,Computer Science,Spring 2024,59.6,1
STU-0237,Female,18,40.0,61.1,2.93,High School,Medium,History,Spring 2024,72.4,1
STU-0237,Female,18,2.5,69.1,2.93,High School,Medium,Science,Spring 2025,50.9,1
STU-0237,Female,18,15.5,65.6,2.93,High School,Medium,History,Fall 2023,47.4,0
STU-0237,Female,18,,72.7,2.93,High School,Medium,Computer Science,Fall 2024,70.3,1
STU-0238,Male,20,14.1,100.0,3.63,PhD,Medium,Science,Spring 2025,76.6,1
STU-0238,Male,20,40.0,83.7,3.63,PhD,Medium,English,Fall 2024,87.5,1
STU-0238,Male,20,8.2,88.5,3.63,PhD,Medium,English,Spring 2024,72.2,1
STU-0239,Female,25,21.1,80.7,2.11,Master,Low,Computer Science,Fall 2024,72.1,1
STU-0239,Female,25,15.7,85.4,2.11,Master,Low,Mathematics,Spring 2025,51.3,1
STU-0239,Female,25,18.8,69.2,2.11,Master,Low,English,Spring 2024,60.2,1
STU-0240,Female,24,6.7,85.2,2.45,Bachelor,High,Science,Fall 2023,66.0,1
STU-0240,Female,24,24.9,59.8,2.45,Bachelor,High,Mathematics,Spring 2025,54.6,1
STU-0241,Female,22,,86.5,1.0,High School,Low,Science,Fall 2024,34.1,0
STU-0241,Female,22,18.9,76.2,1.0,High School,Low,Computer Science,Spring 2024,32.4,0
STU-0241,Female,22,9.0,75.5,1.0,High School,Low,Science,Spring 2025,47.9,0
STU-0242,Male,21,24.2,77.4,1.66,High School,High,Mathematics,Fall 2023,68.2,1
STU-0242,Male,21,18.7,67.3,1.66,High School,High,Computer Science,Fall 2024,45.9,0
STU-0242,Male,21,32.9,76.7,1.66,High School,High,Science,Spring 2024,55.6,1
STU-0242,Male,21,10.3,78.6,1.66,High School,High,History,Spring 2025,65.0,1
STU-0243,Male,21,8.2,87.5,2.54,PhD,Medium,English,Spring 2024,54.5,1
STU-0243,Male,21,24.2,84.6,2.54,PhD,Medium,History,Fall 2024,59.1,1
STU-0243,Male,21,13.8,79.2,2.54,PhD,Medium,Mathematics,Fall 2023,54.9,1
STU-0243,Male,21,30.1,72.2,2.54,PhD,Medium,History,Spring 2025,63.1,1
STU-0244,Non-Binary,20,22.8,66.2,3.79,Bachelor,Low,English,Fall 2024,59.9,1
STU-0244,Non-Binary,20,18.6,63.9,3.79,Bachelor,Low,English,Spring 2024,51.9,1
STU-0245,Non-Binary,18,10.8,67.9,1.79,No Degree,Medium,Computer Science,Spring 2024,33.7,0
STU-0245,Non-Binary,18,12.6,100.0,1.79,No Degree,Medium,Mathematics,Spring 2025,50.4,1
STU-0246,Male,20,17.5,68.5,2.42,High School,Medium,English,Fall 2024,66.8,1
STU-0246,Male,20,24.5,67.0,2.42,High School,Medium,History,Fall 2023,71.3,1
STU-0246,Male,20,16.8,99.6,,High School,Medium,Science,Spring 2024,55.5,1
STU-0246,Male,20,25.2,91.4,2.42,High School,Medium,English,Spring 2025,66.0,1
STU-0247,Female,25,5.5,69.5,1.74,Master,High,Mathematics,Fall 2023,50.9,1
STU-0247,Female,25,27.4,77.7,1.74,Master,High,Computer Science,Spring 2024,74.3,1
STU-0247,Female,25,15.7,68.2,1.74,Master,High,Computer Science,Fall 2024,45.3,0
STU-0248,Female,21,17.5,75.1,2.59,Master,Medium,History,Spring 2024,55.7,1
STU-0248,Female,21,8.9,77.1,,Master,Medium,Science,Spring 2025,54.5,1
STU-0248,Female,21,27.3,82.2,2.59,Master,Medium,English,Fall 2024,66.5,1
STU-0248,Female,21,,,2.59,Master,Medium,Computer Science,Fall 2023,60.3,1
STU-0249,Non-Binary,19,20.0,50.0,1.91,Master,Low,Computer Science,Fall 2024,47.5,0
STU-0249,Non-Binary,19,20.2,85.2,1.91,Master,Low,English,Spring 2024,59.2,1
STU-0249,Non-Binary,19,5.6,69.4,1.91,Master,Low,History,Fall 2023,28.9,0
STU-0250,Male,17,14.4,95.0,3.22,PhD,Low,English,Spring 2025,80.0,1
STU-0250,Male,17,19.1,63.0,3.22,PhD,Low,English,Spring 2024,49.2,0
STU-0251,Female,18,31.0,72.9,4.0,PhD,Medium,English,Spring 2024,67.0,1
STU-0251,Female,18,14.7,88.3,4.0,PhD,Medium,History,Fall 2024,76.1,1
STU-0251,Female,18,18.5,76.9,4.0,PhD,Medium,Computer Science,Fall 2023,70.8,1
STU-0251,Female,18,23.2,78.1,4.0,PhD,Medium,Computer Science,Spring 2025,63.3,1
STU-0252,Female,19,23.6,72.8,3.75,No Degree,High,English,Spring 2024,62.2,1
STU-0252,Female,19,9.2,72.7,3.75,No Degree,High,Mathematics,Spring 2025,54.2,1
STU-0253,Male,23,21.8,73.4,2.85,Bachelor,Medium,Computer Science,Spring 2024,49.9,0
STU-0253,Male,23,11.9,,2.85,Bachelor,Medium,Science,Fall 2023,37.4,0
STU-0253,Male,23,10.8,68.3,2.85,Bachelor,Medium,English,Spring 2025,55.9,1
STU-0254,Female,18,11.7,72.6,1.48,High School,Medium,History,Fall 2024,43.5,0
STU-0254,Female,18,5.6,61.8,1.48,High School,Medium,Mathematics,Fall 2023,21.5,0
STU-0254,Female,18,15.7,100.0,1.48,High School,Medium,Science,Spring 2025,57.3,1
STU-0254,Female,18,25.8,92.6,1.48,High School,Medium,History,Spring 2024,55.8,1
STU-0255,Female,22,4.2,69.8,2.94,Bachelor,High,Science,Fall 2023,55.2,1
STU-0255,Female,22,21.5,99.1,2.94,Bachelor,High,English,Fall 2024,63.3,1
STU-0255,Female,22,14.9,70.8,2.94,Bachelor,High,Science,Spring 2025,56.2,1
STU-0255,Female,22,,63.9,,Bachelor,High,Computer Science,Spring 2024,58.6,1
STU-0256,Female,24,13.9,100.0,2.0,PhD,High,Computer Science,Fall 2024,62.1,1
STU-0256,Female,24,22.2,76.0,2.0,PhD,High,Mathematics,Spring 2024,69.3,1
STU-0257,Male,22,22.0,63.7,2.72,High School,High,Computer Science,Fall 2023,67.8,1
STU-0257,Male,22,18.1,61.4,2.72,High School,High,Mathematics,Fall 2024,42.4,0
STU-0257,Male,22,30.8,83.2,2.72,High School,High,Computer Science,Spring 2024,75.7,1
STU-0257,Male,22,6.3,71.2,2.72,High School,High,History,Spring 2025,52.4,1
STU-0258,Male,23,9.7,62.5,3.04,High School,High,Mathematics,Fall 2024,52.4,1
STU-0258,Male,23,4.5,94.7,3.04,High School,High,English,Spring 2025,61.5,1
STU-0258,Male,23,22.9,81.0,3.04,High School,High,History,Fall 2023,64.6,1
STU-0259,Female,17,15.4,70.9,2.87,Bachelor,Medium,Science,Fall 2024,44.2,0
STU-0259,Female,17,14.0,84.6,2.87,Bachelor,Medium,History,Spring 2025,60.8,1
STU-0260,Female,21,7.7,89.4,3.54,Bachelor,High,Science,Spring 2024,72.6,1
STU-0260,Female,21,17.0,89.6,3.54,Bachelor,High,English,Fall 2024,71.1,1
STU-0261,Female,19,29.3,86.5,1.82,Master,Low,English,Spring 2025,68.6,1
STU-0261,Female,19,30.1,94.8,1.82,Master,Low,Science,Spring 2024,70.4,1
STU-0261,Female,19,12.5,73.1,1.82,Master,Low,Mathematics,Fall 2023,54.7,1
STU-0262,Male,19,17.7,85.1,3.64,No Degree,Low,Computer Science,Fall 2023,55.7,1
STU-0262,Male,19,19.6,85.9,3.64,No Degree,Low,Mathematics,Fall 2024,50.1,1
STU-0263,Male,21,16.5,83.6,3.57,High School,Medium,History,Spring 2024,65.9,1
STU-0263,Male,21,21.4,71.0,3.57,High School,Medium,Science,Fall 2024,50.6,1
STU-0264,Female,24,25.9,90.4,2.65,High School,Medium,Science,Spring 2024,74.7,1
STU-0264,Female,24,12.6,70.7,2.65,High School,Medium,History,Fall 2024,52.4,1
STU-0265,Female,22,14.5,85.4,2.36,No Degree,Medium,Mathematics,Spring 2024,59.0,1
STU-0265,Female,22,11.0,62.1,2.36,No Degree,Medium,Computer Science,Fall 2024,48.7,0
STU-0265,Female,22,22.9,61.5,2.36,No Degree,Medium,History,Spring 2025,60.9,1
STU-0266,Female,23,26.7,64.5,2.25,Bachelor,Low,Computer Science,Spring 2025,57.3,1
STU-0266,Female,23,13.6,68.1,2.25,Bachelor,Low,Science,Spring 2024,52.9,1
STU-0266,Female,23,17.6,69.9,2.25,Bachelor,Low,Mathematics,Fall 2024,55.5,1
STU-0267,Female,24,16.5,100.0,2.36,High School,Medium,Science,Fall 2024,51.8,1
STU-0267,Female,24,21.9,93.4,2.36,High School,Medium,Mathematics,Spring 2024,60.0,1
STU-0267,Female,24,12.4,50.1,2.36,High School,Medium,Science,Spring 2025,45.4,0
STU-0268,Male,23,25.0,70.6,2.77,PhD,Low,History,Spring 2024,66.1,1
STU-0268,Male,23,15.1,55.1,2.77,PhD,Low,Mathematics,Fall 2023,56.1,1
STU-0268,Male,23,26.3,74.0,2.77,PhD,Low,History,Spring 2025,56.3,1
STU-0268,Male,23,29.5,66.4,2.77,PhD,Low,English,Fall 2024,63.7,1
STU-0269,Male,25,10.6,70.7,2.67,Bachelor,Medium,History,Spring 2024,61.1,1
STU-0269,Male,25,7.8,68.5,2.67,Bachelor,Medium,Mathematics,Fall 2024,47.7,0
STU-0269,Male,25,8.1,96.3,2.67,Bachelor,Medium,History,Spring 2025,60.4,1
STU-0269,Male,25,,64.8,2.67,Bachelor,Medium,Mathematics,Fall 2023,65.2,1
STU-0270,Male,19,28.1,69.4,2.35,Master,High,History,Spring 2025,72.2,1
STU-0270,Male,19,18.6,73.8,2.35,Master,High,Mathematics,Fall 2023,83.7,1
STU-0271,Female,25,6.3,59.9,1.87,No Degree,Low,History,Spring 2024,34.9,0
STU-0271,Female,25,21.6,77.4,1.87,No Degree,Low,History,Spring 2025,62.6,1
STU-0271,Female,25,8.3,75.1,1.87,No Degree,Low,History,Fall 2024,45.0,0
STU-0272,Female,22,19.9,71.3,2.85,PhD,Medium,Computer Science,Fall 2023,74.9,1
STU-0272,Female,22,11.6,100.0,2.85,PhD,Medium,Mathematics,Fall 2024,63.4,1
STU-0272,Female,22,27.7,84.1,2.85,PhD,Medium,Computer Science,Spring 2025,68.0,1
STU-0272,Female,22,15.5,89.5,2.85,PhD,Medium,History,Spring 2024,66.4,1
STU-0273,Male,24,16.4,80.4,1.45,High School,Medium,English,Spring 2025,48.9,0
STU-0273,Male,24,26.8,91.2,1.45,High School,Medium,English,Fall 2023,60.2,1
STU-0274,Female,20,16.0,47.8,2.04,Bachelor,Medium,English,Fall 2024,41.3,0
STU-0274,Female,20,18.5,47.7,2.04,Bachelor,Medium,Computer Science,Fall 2023,59.9,1
STU-0274,Female,20,13.9,60.4,2.04,Bachelor,Medium,English,Spring 2024,66.9,1
STU-0275,Female,23,24.3,63.0,2.55,Master,Low,History,Fall 2023,41.5,0
STU-0275,Female,23,17.0,93.0,2.55,Master,Low,Computer Science,Spring 2025,65.7,1
STU-0275,Female,23,16.3,65.2,2.55,Master,Low,Mathematics,Spring 2024,52.5,1
STU-0275,Female,23,23.7,56.7,2.55,Master,Low,Science,Fall 2024,38.9,0
STU-0276,Female,17,8.4,80.5,1.0,Master,High,Mathematics,Fall 2024,40.0,0
STU-0276,Female,17,17.7,100.0,1.0,Master,High,Science,Fall 2023,70.2,1
STU-0276,Female,17,17.0,66.9,1.0,Master,High,English,Spring 2024,57.3,1
STU-0277,Male,21,13.9,73.8,2.24,High School,Low,English,Fall 2024,43.2,0
STU-0277,Male,21,24.2,66.7,2.24,High School,Low,Mathematics,Spring 2024,65.4,1
STU-0277,Male,21,20.3,,2.24,High School,Low,Mathematics,Spring 2025,53.3,1
STU-0278,Female,18,19.7,93.2,2.13,High School,Medium,History,Spring 2025,59.2,1
STU-0278,Female,18,21.7,76.8,2.13,High School,Medium,Mathematics,Spring 2024,59.4,1
STU-0279,Male,23,20.6,85.7,3.01,PhD,High,Mathematics,Fall 2024,69.1,1
STU-0279,Male,23,31.3,71.6,3.01,PhD,High,Science,Spring 2025,76.8,1
STU-0279,Male,23,30.9,82.0,3.01,PhD,High,Science,Fall 2023,73.7,1
STU-0280,Male,17,25.7,45.3,,PhD,Low,Mathematics,Spring 2025,63.4,1
STU-0280,Male,17,15.6,52.0,2.37,PhD,Low,Mathematics,Fall 2023,49.4,0
STU-0280,Male,17,23.9,85.8,2.37,PhD,Low,English,Spring 2024,66.4,1
STU-0281,Female,21,20.8,70.1,3.0,High School,High,Science,Fall 2024,69.4,1
STU-0281,Female,21,19.8,66.6,3.0,High School,High,Mathematics,Fall 2023,63.4,1
STU-0282,Female,25,19.9,80.6,2.72,No Degree,Medium,Computer Science,Spring 2025,63.0,1
STU-0282,Female,25,8.3,80.1,2.72,No Degree,Medium,Mathematics,Fall 2024,40.2,0
STU-0282,Female,25,10.3,89.6,2.72,No Degree,Medium,History,Spring 2024,52.2,1
STU-0283,Male,24,,79.3,2.86,Master,Low,Science,Fall 2023,49.3,0
STU-0283,Male,24,10.2,78.9,2.86,Master,Low,Science,Spring 2024,61.3,1
STU-0284,Male,19,18.6,44.8,2.52,High School,Medium,Mathematics,Spring 2024,44.2,0
STU-0284,Male,19,2.5,89.7,2.52,High School,Medium,Science,Fall 2024,48.7,0
STU-0285,Female,23,19.7,78.2,3.64,High School,Low,Computer Science,Fall 2024,60.6,1
STU-0285,Female,23,22.9,64.0,3.64,High School,Low,Science,Spring 2024,54.6,1
STU-0285,Female,23,13.8,78.5,3.64,High School,Low,Science,Spring 2025,49.9,0
STU-0286,Male,17,19.1,77.1,,No Degree,Medium,English,Fall 2023,47.0,0
STU-0286,Male,17,9.3,51.1,3.15,No Degree,Medium,Mathematics,Fall 2024,42.9,0
STU-0286,Male,17,20.3,64.0,3.15,No Degree,Medium,Mathematics,Spring 2024,54.7,1
STU-0287,Female,17,16.7,87.2,2.56,Master,High,Computer Science,Spring 2025,66.3,1
STU-0287,Female,17,26.4,61.4,2.56,Master,High,Science,Fall 2023,66.2,1
STU-0288,Male,17,22.5,74.8,3.9,Bachelor,Low,Science,Fall 2023,70.7,1
STU-0288,Male,17,15.0,77.2,3.9,Bachelor,Low,English,Fall 2024,59.3,1
STU-0288,Male,17,29.9,68.0,3.9,Bachelor,Low,English,Spring 2024,61.3,1
STU-0288,Male,17,20.3,71.6,3.9,Bachelor,Low,Computer Science,Spring 2025,56.4,1
STU-0289,Female,20,21.1,80.7,2.11,Bachelor,High,English,Spring 2025,61.2,1
STU-0289,Female,20,20.7,81.7,2.11,Bachelor,High,Science,Fall 2023,55.3,1
STU-0289,Female,20,22.2,83.2,2.11,Bachelor,High,Science,Spring 2024,76.6,1
STU-0289,Female,20,36.7,81.6,2.11,Bachelor,High,Computer Science,Fall 2024,91.8,1
STU-0290,Female,25,,76.8,2.89,Master,Medium,History,Spring 2024,58.2,1
STU-0290,Female,25,15.2,80.3,2.89,Master,Medium,Mathematics,Spring 2025,62.8,1
STU-0290,Female,25,29.6,80.8,2.89,Master,Medium,English,Fall 2023,81.3,1
STU-0291,Male,23,10.9,74.7,2.62,Bachelor,Medium,English,Spring 2025,50.7,1
STU-0291,Male,23,,77.6,2.62,Bachelor,Medium,Computer Science,Fall 2024,52.1,1
STU-0291,Male,23,21.0,71.6,2.62,Bachelor,Medium,Science,Spring 2024,64.4,1
STU-0292,Male,23,20.0,90.9,2.31,Bachelor,High,Science,Fall 2023,77.2,1
STU-0292,Male,23,9.5,93.0,2.31,Bachelor,High,Computer Science,Spring 2025,62.8,1
STU-0293,Female,25,15.4,97.9,1.58,Master,Medium,Computer Science,Fall 2023,67.9,1
STU-0293,Female,25,20.8,,1.58,Master,Medium,English,Spring 2025,49.1,0
STU-0293,Female,25,22.9,93.0,1.58,Master,Medium,Science,Fall 2024,72.6,1
STU-0293,Female,25,22.4,68.0,1.58,Master,Medium,Computer Science,Spring 2024,52.2,1
STU-0294,Female,25,15.5,77.2,3.11,Master,Medium,English,Spring 2024,60.9,1
STU-0294,Female,25,18.9,93.4,3.11,Master,Medium,English,Fall 2024,59.2,1
STU-0294,Female,25,20.2,78.0,,Master,Medium,Science,Fall 2023,76.5,1
STU-0295,Non-Binary,24,29.5,62.1,3.64,Master,High,History,Spring 2025,82.7,1
STU-0295,Non-Binary,24,28.1,85.9,3.64,Master,High,History,Fall 2024,93.6,1
STU-0296,Female,17,17.5,67.1,2.93,Master,Low,Mathematics,Spring 2025,46.8,0
STU-0296,Female,17,27.8,90.5,2.93,Master,Low,Science,Fall 2024,64.6,1
STU-0297,Male,19,11.9,77.4,1.35,Master,Medium,Mathematics,Fall 2023,59.4,1
STU-0297,Male,19,21.8,75.8,1.35,Master,Medium,Computer Science,Spring 2024,62.9,1
STU-0297,Male,19,32.6,81.7,1.35,Master,Medium,Computer Science,Fall 2024,63.7,1
STU-0298,Female,17,9.7,82.7,4.0,No Degree,Medium,Science,Fall 2023,71.3,1
STU-0298,Female,17,21.5,65.3,4.0,No Degree,Medium,Computer Science,Spring 2024,57.3,1
STU-0299,Female,24,15.1,73.1,2.48,High School,Medium,History,Fall 2023,53.6,1
